op_id_v2,cut,1st_exon,op_type_v2,exon_id,region_id,transcript_id,gene_id,exon_number,gene_type
EANN00177253|R0763|DP|ENST00000656240.1|3,dpar,0,DP,EANN00177253,R0763,ENST00000656240.1,ENSG00000255717.7,3,lncRNA
EANN00177253|R0400|DP|ENST00000656240.1|3,dpar,0,DP,EANN00177253,R0400,ENST00000656240.1,ENSG00000255717.7,3,lncRNA
EANN00177272|R0399|DC|ENST00000656240.1|2,dcom,0,DC,EANN00177272,R0399,ENST00000656240.1,ENSG00000255717.7,2,lncRNA
EANN00177272|R0763|DC|ENST00000656240.1|2,dcom,0,DC,EANN00177272,R0763,ENST00000656240.1,ENSG00000255717.7,2,lncRNA
EANN00177272|R0400|DC|ENST00000656240.1|2,dcom,0,DC,EANN00177272,R0400,ENST00000656240.1,ENSG00000255717.7,2,lncRNA
EANN00177209|R0398|DC|ENST00000539975.5|7,dcom,0,DC,EANN00177209,R0398,ENST00000539975.5,ENSG00000255717.7,7,lncRNA
EANN00177209|R0961|DP|ENST00000539975.5|7,dpar,0,DP,EANN00177209,R0961,ENST00000539975.5,ENSG00000255717.7,7,lncRNA
EANN00177223|R0398|DC|ENST00000539975.5|6,dcom,0,DC,EANN00177223,R0398,ENST00000539975.5,ENSG00000255717.7,6,lncRNA
EANN00177223|R0961|DC|ENST00000539975.5|6,dcom,0,DC,EANN00177223,R0961,ENST00000539975.5,ENSG00000255717.7,6,lncRNA
EANN00177240|R0398|DC|ENST00000539975.5|5,dcom,0,DC,EANN00177240,R0398,ENST00000539975.5,ENSG00000255717.7,5,lncRNA
EANN00177243|R0398|DC|ENST00000539975.5|4,dcom,0,DC,EANN00177243,R0398,ENST00000539975.5,ENSG00000255717.7,4,lncRNA
EANN00177243|R0399|DC|ENST00000539975.5|4,dcom,0,DC,EANN00177243,R0399,ENST00000539975.5,ENSG00000255717.7,4,lncRNA
EANN00177243|R0762|DC|ENST00000539975.5|4,dcom,0,DC,EANN00177243,R0762,ENST00000539975.5,ENSG00000255717.7,4,lncRNA
EANN00177250|R0398|DC|ENST00000539975.5|3,dcom,0,DC,EANN00177250,R0398,ENST00000539975.5,ENSG00000255717.7,3,lncRNA
EANN00177250|R0399|DC|ENST00000539975.5|3,dcom,0,DC,EANN00177250,R0399,ENST00000539975.5,ENSG00000255717.7,3,lncRNA
EANN00177250|R0762|DC|ENST00000539975.5|3,dcom,0,DC,EANN00177250,R0762,ENST00000539975.5,ENSG00000255717.7,3,lncRNA
EANN00177260|R0398|DC|ENST00000539975.5|2,dcom,0,DC,EANN00177260,R0398,ENST00000539975.5,ENSG00000255717.7,2,lncRNA
EANN00177260|R0399|DC|ENST00000539975.5|2,dcom,0,DC,EANN00177260,R0399,ENST00000539975.5,ENSG00000255717.7,2,lncRNA
EANN00177260|R0762|DC|ENST00000539975.5|2,dcom,0,DC,EANN00177260,R0762,ENST00000539975.5,ENSG00000255717.7,2,lncRNA
EANN00177280|R0763|DP|ENST00000539975.5|1,dpar,1,DP,EANN00177280,R0763,ENST00000539975.5,ENSG00000255717.7,1,lncRNA
EANN00177210|R0398|DC|ENST00000656589.1|8,dcom,0,DC,EANN00177210,R0398,ENST00000656589.1,ENSG00000255717.7,8,lncRNA
EANN00177210|R0961|DP|ENST00000656589.1|8,dpar,0,DP,EANN00177210,R0961,ENST00000656589.1,ENSG00000255717.7,8,lncRNA
EANN00177223|R0398|DC|ENST00000656589.1|7,dcom,0,DC,EANN00177223,R0398,ENST00000656589.1,ENSG00000255717.7,7,lncRNA
EANN00177223|R0961|DC|ENST00000656589.1|7,dcom,0,DC,EANN00177223,R0961,ENST00000656589.1,ENSG00000255717.7,7,lncRNA
EANN00177241|R0398|DC|ENST00000656589.1|6,dcom,0,DC,EANN00177241,R0398,ENST00000656589.1,ENSG00000255717.7,6,lncRNA
EANN00177241|R0399|DP|ENST00000656589.1|6,dpar,0,DP,EANN00177241,R0399,ENST00000656589.1,ENSG00000255717.7,6,lncRNA
EANN00177241|R0762|DP|ENST00000656589.1|6,dpar,0,DP,EANN00177241,R0762,ENST00000656589.1,ENSG00000255717.7,6,lncRNA
EANN00177253|R0398|DP|ENST00000656589.1|5,dpar,0,DP,EANN00177253,R0398,ENST00000656589.1,ENSG00000255717.7,5,lncRNA
EANN00177253|R0399|DC|ENST00000656589.1|5,dcom,0,DC,EANN00177253,R0399,ENST00000656589.1,ENSG00000255717.7,5,lncRNA
EANN00177253|R0762|DP|ENST00000656589.1|5,dpar,0,DP,EANN00177253,R0762,ENST00000656589.1,ENSG00000255717.7,5,lncRNA
EANN00177253|R0763|DP|ENST00000656589.1|5,dpar,0,DP,EANN00177253,R0763,ENST00000656589.1,ENSG00000255717.7,5,lncRNA
EANN00177253|R0400|DP|ENST00000656589.1|5,dpar,0,DP,EANN00177253,R0400,ENST00000656589.1,ENSG00000255717.7,5,lncRNA
EANN00177272|R0399|DC|ENST00000656589.1|4,dcom,0,DC,EANN00177272,R0399,ENST00000656589.1,ENSG00000255717.7,4,lncRNA
EANN00177272|R0763|DC|ENST00000656589.1|4,dcom,0,DC,EANN00177272,R0763,ENST00000656589.1,ENSG00000255717.7,4,lncRNA
EANN00177272|R0400|DC|ENST00000656589.1|4,dcom,0,DC,EANN00177272,R0400,ENST00000656589.1,ENSG00000255717.7,4,lncRNA
EANN00177279|R0763|DP|ENST00000656589.1|3,dpar,0,DP,EANN00177279,R0763,ENST00000656589.1,ENSG00000255717.7,3,lncRNA
EANN00177211|R0398|DC|ENST00000537965.6|4,dcom,0,DC,EANN00177211,R0398,ENST00000537965.6,ENSG00000255717.7,4,lncRNA
EANN00177211|R0961|DP|ENST00000537965.6|4,dpar,0,DP,EANN00177211,R0961,ENST00000537965.6,ENSG00000255717.7,4,lncRNA
EANN00177227|R0398|DP|ENST00000537965.6|3,dpar,0,DP,EANN00177227,R0398,ENST00000537965.6,ENSG00000255717.7,3,lncRNA
EANN00177227|R0961|DP|ENST00000537965.6|3,dpar,0,DP,EANN00177227,R0961,ENST00000537965.6,ENSG00000255717.7,3,lncRNA
EANN00177227|R0399|DP|ENST00000537965.6|3,dpar,0,DP,EANN00177227,R0399,ENST00000537965.6,ENSG00000255717.7,3,lncRNA
EANN00177227|R0762|DI|ENST00000537965.6|3,dins,0,DI,EANN00177227,R0762,ENST00000537965.6,ENSG00000255717.7,3,lncRNA
EANN00177227|R0763|DP|ENST00000537965.6|3,dpar,0,DP,EANN00177227,R0763,ENST00000537965.6,ENSG00000255717.7,3,lncRNA
EANN00177227|R0400|DP|ENST00000537965.6|3,dpar,0,DP,EANN00177227,R0400,ENST00000537965.6,ENSG00000255717.7,3,lncRNA
EANN00177274|R0399|DP|ENST00000537965.6|2,dpar,0,DP,EANN00177274,R0399,ENST00000537965.6,ENSG00000255717.7,2,lncRNA
EANN00177274|R0763|DP|ENST00000537965.6|2,dpar,0,DP,EANN00177274,R0763,ENST00000537965.6,ENSG00000255717.7,2,lncRNA
EANN00177274|R0400|DP|ENST00000537965.6|2,dpar,0,DP,EANN00177274,R0400,ENST00000537965.6,ENSG00000255717.7,2,lncRNA
EANN00177212|R0398|DC|ENST00000545920.2|3,dcom,0,DC,EANN00177212,R0398,ENST00000545920.2,ENSG00000255717.7,3,lncRNA
EANN00177212|R0961|DI|ENST00000545920.2|3,dins,0,DI,EANN00177212,R0961,ENST00000545920.2,ENSG00000255717.7,3,lncRNA
EANN00177212|R0399|DP|ENST00000545920.2|3,dpar,0,DP,EANN00177212,R0399,ENST00000545920.2,ENSG00000255717.7,3,lncRNA
EANN00177212|R0762|DP|ENST00000545920.2|3,dpar,0,DP,EANN00177212,R0762,ENST00000545920.2,ENSG00000255717.7,3,lncRNA
EANN00177255|R0398|DP|ENST00000545920.2|2,dpar,0,DP,EANN00177255,R0398,ENST00000545920.2,ENSG00000255717.7,2,lncRNA
EANN00177255|R0399|DP|ENST00000545920.2|2,dpar,0,DP,EANN00177255,R0399,ENST00000545920.2,ENSG00000255717.7,2,lncRNA
EANN00177255|R0762|DP|ENST00000545920.2|2,dpar,0,DP,EANN00177255,R0762,ENST00000545920.2,ENSG00000255717.7,2,lncRNA
EANN00177255|R0763|DI|ENST00000545920.2|2,dins,0,DI,EANN00177255,R0763,ENST00000545920.2,ENSG00000255717.7,2,lncRNA
EANN00177255|R0400|DI|ENST00000545920.2|2,dins,0,DI,EANN00177255,R0400,ENST00000545920.2,ENSG00000255717.7,2,lncRNA
EANN00177213|R0398|DC|ENST00000670502.1|9,dcom,0,DC,EANN00177213,R0398,ENST00000670502.1,ENSG00000255717.7,9,lncRNA
EANN00177213|R0961|DP|ENST00000670502.1|9,dpar,0,DP,EANN00177213,R0961,ENST00000670502.1,ENSG00000255717.7,9,lncRNA
EANN00177223|R0398|DC|ENST00000670502.1|8,dcom,0,DC,EANN00177223,R0398,ENST00000670502.1,ENSG00000255717.7,8,lncRNA
EANN00177223|R0961|DC|ENST00000670502.1|8,dcom,0,DC,EANN00177223,R0961,ENST00000670502.1,ENSG00000255717.7,8,lncRNA
EANN00177240|R0398|DC|ENST00000670502.1|7,dcom,0,DC,EANN00177240,R0398,ENST00000670502.1,ENSG00000255717.7,7,lncRNA
EANN00177244|R0398|DC|ENST00000670502.1|6,dcom,0,DC,EANN00177244,R0398,ENST00000670502.1,ENSG00000255717.7,6,lncRNA
EANN00177244|R0399|DC|ENST00000670502.1|6,dcom,0,DC,EANN00177244,R0399,ENST00000670502.1,ENSG00000255717.7,6,lncRNA
EANN00177244|R0762|DC|ENST00000670502.1|6,dcom,0,DC,EANN00177244,R0762,ENST00000670502.1,ENSG00000255717.7,6,lncRNA
EANN00177261|R0398|DP|ENST00000670502.1|5,dpar,0,DP,EANN00177261,R0398,ENST00000670502.1,ENSG00000255717.7,5,lncRNA
EANN00177261|R0399|DC|ENST00000670502.1|5,dcom,0,DC,EANN00177261,R0399,ENST00000670502.1,ENSG00000255717.7,5,lncRNA
EANN00177261|R0762|DP|ENST00000670502.1|5,dpar,0,DP,EANN00177261,R0762,ENST00000670502.1,ENSG00000255717.7,5,lncRNA
EANN00177261|R0763|DP|ENST00000670502.1|5,dpar,0,DP,EANN00177261,R0763,ENST00000670502.1,ENSG00000255717.7,5,lncRNA
EANN00177261|R0400|DP|ENST00000670502.1|5,dpar,0,DP,EANN00177261,R0400,ENST00000670502.1,ENSG00000255717.7,5,lncRNA
EANN00177272|R0399|DC|ENST00000670502.1|4,dcom,0,DC,EANN00177272,R0399,ENST00000670502.1,ENSG00000255717.7,4,lncRNA
EANN00177272|R0763|DC|ENST00000670502.1|4,dcom,0,DC,EANN00177272,R0763,ENST00000670502.1,ENSG00000255717.7,4,lncRNA
EANN00177272|R0400|DC|ENST00000670502.1|4,dcom,0,DC,EANN00177272,R0400,ENST00000670502.1,ENSG00000255717.7,4,lncRNA
EANN00177279|R0763|DP|ENST00000670502.1|3,dpar,0,DP,EANN00177279,R0763,ENST00000670502.1,ENSG00000255717.7,3,lncRNA
EANN00177214|R0398|DC|ENST00000662400.1|4,dcom,0,DC,EANN00177214,R0398,ENST00000662400.1,ENSG00000255717.7,4,lncRNA
EANN00177214|R0961|DI|ENST00000662400.1|4,dins,0,DI,EANN00177214,R0961,ENST00000662400.1,ENSG00000255717.7,4,lncRNA
EANN00177245|R0398|DP|ENST00000662400.1|3,dpar,0,DP,EANN00177245,R0398,ENST00000662400.1,ENSG00000255717.7,3,lncRNA
EANN00177245|R0399|DC|ENST00000662400.1|3,dcom,0,DC,EANN00177245,R0399,ENST00000662400.1,ENSG00000255717.7,3,lncRNA
EANN00177245|R0762|DP|ENST00000662400.1|3,dpar,0,DP,EANN00177245,R0762,ENST00000662400.1,ENSG00000255717.7,3,lncRNA
EANN00177245|R0763|DP|ENST00000662400.1|3,dpar,0,DP,EANN00177245,R0763,ENST00000662400.1,ENSG00000255717.7,3,lncRNA
EANN00177245|R0400|DP|ENST00000662400.1|3,dpar,0,DP,EANN00177245,R0400,ENST00000662400.1,ENSG00000255717.7,3,lncRNA
EANN00177272|R0399|DC|ENST00000662400.1|2,dcom,0,DC,EANN00177272,R0399,ENST00000662400.1,ENSG00000255717.7,2,lncRNA
EANN00177272|R0763|DC|ENST00000662400.1|2,dcom,0,DC,EANN00177272,R0763,ENST00000662400.1,ENSG00000255717.7,2,lncRNA
EANN00177272|R0400|DC|ENST00000662400.1|2,dcom,0,DC,EANN00177272,R0400,ENST00000662400.1,ENSG00000255717.7,2,lncRNA
EANN00177282|R0763|DP|ENST00000662400.1|1,dpar,1,DP,EANN00177282,R0763,ENST00000662400.1,ENSG00000255717.7,1,lncRNA
EANN00177215|R0398|DC|ENST00000652879.1|5,dcom,0,DC,EANN00177215,R0398,ENST00000652879.1,ENSG00000255717.7,5,lncRNA
EANN00177215|R0961|DP|ENST00000652879.1|5,dpar,0,DP,EANN00177215,R0961,ENST00000652879.1,ENSG00000255717.7,5,lncRNA
EANN00177223|R0398|DC|ENST00000652879.1|4,dcom,0,DC,EANN00177223,R0398,ENST00000652879.1,ENSG00000255717.7,4,lncRNA
EANN00177223|R0961|DC|ENST00000652879.1|4,dcom,0,DC,EANN00177223,R0961,ENST00000652879.1,ENSG00000255717.7,4,lncRNA
EANN00177241|R0398|DC|ENST00000652879.1|3,dcom,0,DC,EANN00177241,R0398,ENST00000652879.1,ENSG00000255717.7,3,lncRNA
EANN00177241|R0399|DP|ENST00000652879.1|3,dpar,0,DP,EANN00177241,R0399,ENST00000652879.1,ENSG00000255717.7,3,lncRNA
EANN00177241|R0762|DP|ENST00000652879.1|3,dpar,0,DP,EANN00177241,R0762,ENST00000652879.1,ENSG00000255717.7,3,lncRNA
EANN00177254|R0398|DP|ENST00000652879.1|2,dpar,0,DP,EANN00177254,R0398,ENST00000652879.1,ENSG00000255717.7,2,lncRNA
EANN00177254|R0399|DP|ENST00000652879.1|2,dpar,0,DP,EANN00177254,R0399,ENST00000652879.1,ENSG00000255717.7,2,lncRNA
EANN00177254|R0762|DP|ENST00000652879.1|2,dpar,0,DP,EANN00177254,R0762,ENST00000652879.1,ENSG00000255717.7,2,lncRNA
EANN00177254|R0763|DI|ENST00000652879.1|2,dins,0,DI,EANN00177254,R0763,ENST00000652879.1,ENSG00000255717.7,2,lncRNA
EANN00177254|R0400|DI|ENST00000652879.1|2,dins,0,DI,EANN00177254,R0400,ENST00000652879.1,ENSG00000255717.7,2,lncRNA
EANN00177215|R0398|DC|ENST00000656241.1|9,dcom,0,DC,EANN00177215,R0398,ENST00000656241.1,ENSG00000255717.7,9,lncRNA
EANN00177215|R0961|DP|ENST00000656241.1|9,dpar,0,DP,EANN00177215,R0961,ENST00000656241.1,ENSG00000255717.7,9,lncRNA
EANN00177223|R0398|DC|ENST00000656241.1|8,dcom,0,DC,EANN00177223,R0398,ENST00000656241.1,ENSG00000255717.7,8,lncRNA
EANN00177223|R0961|DC|ENST00000656241.1|8,dcom,0,DC,EANN00177223,R0961,ENST00000656241.1,ENSG00000255717.7,8,lncRNA
EANN00177241|R0398|DC|ENST00000656241.1|7,dcom,0,DC,EANN00177241,R0398,ENST00000656241.1,ENSG00000255717.7,7,lncRNA
EANN00177241|R0399|DP|ENST00000656241.1|7,dpar,0,DP,EANN00177241,R0399,ENST00000656241.1,ENSG00000255717.7,7,lncRNA
EANN00177241|R0762|DP|ENST00000656241.1|7,dpar,0,DP,EANN00177241,R0762,ENST00000656241.1,ENSG00000255717.7,7,lncRNA
EANN00177250|R0398|DC|ENST00000656241.1|6,dcom,0,DC,EANN00177250,R0398,ENST00000656241.1,ENSG00000255717.7,6,lncRNA
EANN00177250|R0399|DC|ENST00000656241.1|6,dcom,0,DC,EANN00177250,R0399,ENST00000656241.1,ENSG00000255717.7,6,lncRNA
EANN00177250|R0762|DC|ENST00000656241.1|6,dcom,0,DC,EANN00177250,R0762,ENST00000656241.1,ENSG00000255717.7,6,lncRNA
EANN00177260|R0398|DC|ENST00000656241.1|5,dcom,0,DC,EANN00177260,R0398,ENST00000656241.1,ENSG00000255717.7,5,lncRNA
EANN00177260|R0399|DC|ENST00000656241.1|5,dcom,0,DC,EANN00177260,R0399,ENST00000656241.1,ENSG00000255717.7,5,lncRNA
EANN00177260|R0762|DC|ENST00000656241.1|5,dcom,0,DC,EANN00177260,R0762,ENST00000656241.1,ENSG00000255717.7,5,lncRNA
EANN00177266|R0399|DC|ENST00000656241.1|4,dcom,0,DC,EANN00177266,R0399,ENST00000656241.1,ENSG00000255717.7,4,lncRNA
EANN00177266|R0763|DC|ENST00000656241.1|4,dcom,0,DC,EANN00177266,R0763,ENST00000656241.1,ENSG00000255717.7,4,lncRNA
EANN00177266|R0400|DC|ENST00000656241.1|4,dcom,0,DC,EANN00177266,R0400,ENST00000656241.1,ENSG00000255717.7,4,lncRNA
EANN00177272|R0399|DC|ENST00000656241.1|3,dcom,0,DC,EANN00177272,R0399,ENST00000656241.1,ENSG00000255717.7,3,lncRNA
EANN00177272|R0763|DC|ENST00000656241.1|3,dcom,0,DC,EANN00177272,R0763,ENST00000656241.1,ENSG00000255717.7,3,lncRNA
EANN00177272|R0400|DC|ENST00000656241.1|3,dcom,0,DC,EANN00177272,R0400,ENST00000656241.1,ENSG00000255717.7,3,lncRNA
EANN00177279|R0763|DP|ENST00000656241.1|2,dpar,0,DP,EANN00177279,R0763,ENST00000656241.1,ENSG00000255717.7,2,lncRNA
EANN00177215|R0398|DC|ENST00000663092.1|10,dcom,0,DC,EANN00177215,R0398,ENST00000663092.1,ENSG00000255717.7,10,lncRNA
EANN00177215|R0961|DP|ENST00000663092.1|10,dpar,0,DP,EANN00177215,R0961,ENST00000663092.1,ENSG00000255717.7,10,lncRNA
EANN00177223|R0398|DC|ENST00000663092.1|9,dcom,0,DC,EANN00177223,R0398,ENST00000663092.1,ENSG00000255717.7,9,lncRNA
EANN00177223|R0961|DC|ENST00000663092.1|9,dcom,0,DC,EANN00177223,R0961,ENST00000663092.1,ENSG00000255717.7,9,lncRNA
EANN00177240|R0398|DC|ENST00000663092.1|8,dcom,0,DC,EANN00177240,R0398,ENST00000663092.1,ENSG00000255717.7,8,lncRNA
EANN00177244|R0398|DC|ENST00000663092.1|7,dcom,0,DC,EANN00177244,R0398,ENST00000663092.1,ENSG00000255717.7,7,lncRNA
EANN00177244|R0399|DC|ENST00000663092.1|7,dcom,0,DC,EANN00177244,R0399,ENST00000663092.1,ENSG00000255717.7,7,lncRNA
EANN00177244|R0762|DC|ENST00000663092.1|7,dcom,0,DC,EANN00177244,R0762,ENST00000663092.1,ENSG00000255717.7,7,lncRNA
EANN00177260|R0398|DC|ENST00000663092.1|6,dcom,0,DC,EANN00177260,R0398,ENST00000663092.1,ENSG00000255717.7,6,lncRNA
EANN00177260|R0399|DC|ENST00000663092.1|6,dcom,0,DC,EANN00177260,R0399,ENST00000663092.1,ENSG00000255717.7,6,lncRNA
EANN00177260|R0762|DC|ENST00000663092.1|6,dcom,0,DC,EANN00177260,R0762,ENST00000663092.1,ENSG00000255717.7,6,lncRNA
EANN00177266|R0399|DC|ENST00000663092.1|5,dcom,0,DC,EANN00177266,R0399,ENST00000663092.1,ENSG00000255717.7,5,lncRNA
EANN00177266|R0763|DC|ENST00000663092.1|5,dcom,0,DC,EANN00177266,R0763,ENST00000663092.1,ENSG00000255717.7,5,lncRNA
EANN00177266|R0400|DC|ENST00000663092.1|5,dcom,0,DC,EANN00177266,R0400,ENST00000663092.1,ENSG00000255717.7,5,lncRNA
EANN00177272|R0399|DC|ENST00000663092.1|4,dcom,0,DC,EANN00177272,R0399,ENST00000663092.1,ENSG00000255717.7,4,lncRNA
EANN00177272|R0763|DC|ENST00000663092.1|4,dcom,0,DC,EANN00177272,R0763,ENST00000663092.1,ENSG00000255717.7,4,lncRNA
EANN00177272|R0400|DC|ENST00000663092.1|4,dcom,0,DC,EANN00177272,R0400,ENST00000663092.1,ENSG00000255717.7,4,lncRNA
EANN00177279|R0763|DP|ENST00000663092.1|3,dpar,0,DP,EANN00177279,R0763,ENST00000663092.1,ENSG00000255717.7,3,lncRNA
EANN00177216|R0398|DC|ENST00000668309.1|3,dcom,0,DC,EANN00177216,R0398,ENST00000668309.1,ENSG00000255717.7,3,lncRNA
EANN00177216|R0961|DP|ENST00000668309.1|3,dpar,0,DP,EANN00177216,R0961,ENST00000668309.1,ENSG00000255717.7,3,lncRNA
EANN00177216|R0399|DP|ENST00000668309.1|3,dpar,0,DP,EANN00177216,R0399,ENST00000668309.1,ENSG00000255717.7,3,lncRNA
EANN00177216|R0762|DP|ENST00000668309.1|3,dpar,0,DP,EANN00177216,R0762,ENST00000668309.1,ENSG00000255717.7,3,lncRNA
EANN00177254|R0398|DP|ENST00000668309.1|2,dpar,0,DP,EANN00177254,R0398,ENST00000668309.1,ENSG00000255717.7,2,lncRNA
EANN00177254|R0399|DP|ENST00000668309.1|2,dpar,0,DP,EANN00177254,R0399,ENST00000668309.1,ENSG00000255717.7,2,lncRNA
EANN00177254|R0762|DP|ENST00000668309.1|2,dpar,0,DP,EANN00177254,R0762,ENST00000668309.1,ENSG00000255717.7,2,lncRNA
EANN00177254|R0763|DI|ENST00000668309.1|2,dins,0,DI,EANN00177254,R0763,ENST00000668309.1,ENSG00000255717.7,2,lncRNA
EANN00177254|R0400|DI|ENST00000668309.1|2,dins,0,DI,EANN00177254,R0400,ENST00000668309.1,ENSG00000255717.7,2,lncRNA
EANN00177217|R0398|DC|ENST00000545440.5|8,dcom,0,DC,EANN00177217,R0398,ENST00000545440.5,ENSG00000255717.7,8,lncRNA
EANN00177217|R0961|DC|ENST00000545440.5|8,dcom,0,DC,EANN00177217,R0961,ENST00000545440.5,ENSG00000255717.7,8,lncRNA
EANN00177223|R0398|DC|ENST00000545440.5|7,dcom,0,DC,EANN00177223,R0398,ENST00000545440.5,ENSG00000255717.7,7,lncRNA
EANN00177223|R0961|DC|ENST00000545440.5|7,dcom,0,DC,EANN00177223,R0961,ENST00000545440.5,ENSG00000255717.7,7,lncRNA
EANN00177240|R0398|DC|ENST00000545440.5|6,dcom,0,DC,EANN00177240,R0398,ENST00000545440.5,ENSG00000255717.7,6,lncRNA
EANN00177243|R0398|DC|ENST00000545440.5|5,dcom,0,DC,EANN00177243,R0398,ENST00000545440.5,ENSG00000255717.7,5,lncRNA
EANN00177243|R0399|DC|ENST00000545440.5|5,dcom,0,DC,EANN00177243,R0399,ENST00000545440.5,ENSG00000255717.7,5,lncRNA
EANN00177243|R0762|DC|ENST00000545440.5|5,dcom,0,DC,EANN00177243,R0762,ENST00000545440.5,ENSG00000255717.7,5,lncRNA
EANN00177250|R0398|DC|ENST00000545440.5|4,dcom,0,DC,EANN00177250,R0398,ENST00000545440.5,ENSG00000255717.7,4,lncRNA
EANN00177250|R0399|DC|ENST00000545440.5|4,dcom,0,DC,EANN00177250,R0399,ENST00000545440.5,ENSG00000255717.7,4,lncRNA
EANN00177250|R0762|DC|ENST00000545440.5|4,dcom,0,DC,EANN00177250,R0762,ENST00000545440.5,ENSG00000255717.7,4,lncRNA
EANN00177266|R0399|DC|ENST00000545440.5|3,dcom,0,DC,EANN00177266,R0399,ENST00000545440.5,ENSG00000255717.7,3,lncRNA
EANN00177266|R0763|DC|ENST00000545440.5|3,dcom,0,DC,EANN00177266,R0763,ENST00000545440.5,ENSG00000255717.7,3,lncRNA
EANN00177266|R0400|DC|ENST00000545440.5|3,dcom,0,DC,EANN00177266,R0400,ENST00000545440.5,ENSG00000255717.7,3,lncRNA
EANN00177279|R0763|DP|ENST00000545440.5|2,dpar,0,DP,EANN00177279,R0763,ENST00000545440.5,ENSG00000255717.7,2,lncRNA
EANN00177218|R0398|DC|ENST00000542112.5|9,dcom,0,DC,EANN00177218,R0398,ENST00000542112.5,ENSG00000255717.7,9,lncRNA
EANN00177218|R0961|DC|ENST00000542112.5|9,dcom,0,DC,EANN00177218,R0961,ENST00000542112.5,ENSG00000255717.7,9,lncRNA
EANN00177223|R0398|DC|ENST00000542112.5|8,dcom,0,DC,EANN00177223,R0398,ENST00000542112.5,ENSG00000255717.7,8,lncRNA
EANN00177223|R0961|DC|ENST00000542112.5|8,dcom,0,DC,EANN00177223,R0961,ENST00000542112.5,ENSG00000255717.7,8,lncRNA
EANN00177240|R0398|DC|ENST00000542112.5|7,dcom,0,DC,EANN00177240,R0398,ENST00000542112.5,ENSG00000255717.7,7,lncRNA
EANN00177243|R0398|DC|ENST00000542112.5|6,dcom,0,DC,EANN00177243,R0398,ENST00000542112.5,ENSG00000255717.7,6,lncRNA
EANN00177243|R0399|DC|ENST00000542112.5|6,dcom,0,DC,EANN00177243,R0399,ENST00000542112.5,ENSG00000255717.7,6,lncRNA
EANN00177243|R0762|DC|ENST00000542112.5|6,dcom,0,DC,EANN00177243,R0762,ENST00000542112.5,ENSG00000255717.7,6,lncRNA
EANN00177250|R0398|DC|ENST00000542112.5|5,dcom,0,DC,EANN00177250,R0398,ENST00000542112.5,ENSG00000255717.7,5,lncRNA
EANN00177250|R0399|DC|ENST00000542112.5|5,dcom,0,DC,EANN00177250,R0399,ENST00000542112.5,ENSG00000255717.7,5,lncRNA
EANN00177250|R0762|DC|ENST00000542112.5|5,dcom,0,DC,EANN00177250,R0762,ENST00000542112.5,ENSG00000255717.7,5,lncRNA
EANN00177260|R0398|DC|ENST00000542112.5|4,dcom,0,DC,EANN00177260,R0398,ENST00000542112.5,ENSG00000255717.7,4,lncRNA
EANN00177260|R0399|DC|ENST00000542112.5|4,dcom,0,DC,EANN00177260,R0399,ENST00000542112.5,ENSG00000255717.7,4,lncRNA
EANN00177260|R0762|DC|ENST00000542112.5|4,dcom,0,DC,EANN00177260,R0762,ENST00000542112.5,ENSG00000255717.7,4,lncRNA
EANN00177266|R0399|DC|ENST00000542112.5|3,dcom,0,DC,EANN00177266,R0399,ENST00000542112.5,ENSG00000255717.7,3,lncRNA
EANN00177266|R0763|DC|ENST00000542112.5|3,dcom,0,DC,EANN00177266,R0763,ENST00000542112.5,ENSG00000255717.7,3,lncRNA
EANN00177266|R0400|DC|ENST00000542112.5|3,dcom,0,DC,EANN00177266,R0400,ENST00000542112.5,ENSG00000255717.7,3,lncRNA
EANN00177279|R0763|DP|ENST00000542112.5|2,dpar,0,DP,EANN00177279,R0763,ENST00000542112.5,ENSG00000255717.7,2,lncRNA
EANN00177219|R0398|DC|ENST00000541615.5|9,dcom,0,DC,EANN00177219,R0398,ENST00000541615.5,ENSG00000255717.7,9,lncRNA
EANN00177219|R0961|DC|ENST00000541615.5|9,dcom,0,DC,EANN00177219,R0961,ENST00000541615.5,ENSG00000255717.7,9,lncRNA
EANN00177223|R0398|DC|ENST00000541615.5|8,dcom,0,DC,EANN00177223,R0398,ENST00000541615.5,ENSG00000255717.7,8,lncRNA
EANN00177223|R0961|DC|ENST00000541615.5|8,dcom,0,DC,EANN00177223,R0961,ENST00000541615.5,ENSG00000255717.7,8,lncRNA
EANN00177240|R0398|DC|ENST00000541615.5|7,dcom,0,DC,EANN00177240,R0398,ENST00000541615.5,ENSG00000255717.7,7,lncRNA
EANN00177243|R0398|DC|ENST00000541615.5|6,dcom,0,DC,EANN00177243,R0398,ENST00000541615.5,ENSG00000255717.7,6,lncRNA
EANN00177243|R0399|DC|ENST00000541615.5|6,dcom,0,DC,EANN00177243,R0399,ENST00000541615.5,ENSG00000255717.7,6,lncRNA
EANN00177243|R0762|DC|ENST00000541615.5|6,dcom,0,DC,EANN00177243,R0762,ENST00000541615.5,ENSG00000255717.7,6,lncRNA
EANN00177250|R0398|DC|ENST00000541615.5|5,dcom,0,DC,EANN00177250,R0398,ENST00000541615.5,ENSG00000255717.7,5,lncRNA
EANN00177250|R0399|DC|ENST00000541615.5|5,dcom,0,DC,EANN00177250,R0399,ENST00000541615.5,ENSG00000255717.7,5,lncRNA
